po_id,supplier_id,sku_id,ordered_qty,unit_cost,status,order_date,expected_date,actual_date,created_at
664,14,107,73,80.65,received,2023-11-12,2023-11-22,2023-12-08,2023-11-12
665,6,180,55,289.6,received,2023-10-14,2023-10-17,2023-10-16,2023-10-14
666,11,104,207,27.59,received,2023-12-20,2023-12-22,2023-12-20,2023-12-20
667,5,260,108,7.14,received,2023-10-09,2023-10-14,2023-10-12,2023-10-09
668,11,171,476,193.88,received,2023-06-24,2023-06-26,2023-06-24,2023-06-24
669,3,100,292,112.77,received,2023-06-19,2023-07-13,2023-07-14,2023-06-19
670,13,19,371,26.26,received,2023-11-27,2023-12-27,2023-12-26,2023-11-27
671,8,457,451,47.74,received,2023-10-02,2023-10-28,2023-11-14,2023-10-02
672,14,212,339,38.82,received,2023-01-29,2023-02-08,2023-02-08,2023-01-29
673,12,348,156,72.7,received,2023-06-11,2023-06-15,2023-06-13,2023-06-11
674,10,351,83,65.15,received,2023-06-19,2023-06-28,2023-06-28,2023-06-19
675,3,144,370,87.14,received,2023-01-16,2023-02-09,2023-02-10,2023-01-16
676,9,432,145,75.24,received,2023-03-26,2023-04-08,2023-04-09,2023-03-26
677,10,60,413,50.81,received,2023-06-07,2023-06-16,2023-06-16,2023-06-07
678,1,140,240,37.52,received,2023-07-31,2023-08-02,2023-08-01,2023-07-31
679,8,425,139,74.43,received,2023-06-04,2023-06-30,2023-06-30,2023-06-04
680,2,192,277,51.08,received,2023-01-20,2023-01-25,2023-01-23,2023-01-20
681,9,13,147,56.44,received,2023-09-05,2023-09-18,2023-09-25,2023-09-05
682,6,473,447,138.78,received,2023-09-05,2023-09-08,2023-09-08,2023-09-05
683,6,74,155,19.71,received,2023-02-20,2023-02-23,2023-02-22,2023-02-20
684,12,19,52,26.26,received,2023-08-24,2023-08-28,2023-08-26,2023-08-24
685,5,478,220,211.66,received,2023-01-23,2023-01-28,2023-01-26,2023-01-23
686,8,456,61,405.86,received,2023-01-24,2023-02-19,2023-02-19,2023-01-24
687,10,389,214,13.04,received,2023-06-09,2023-06-18,2023-06-17,2023-06-09
688,4,99,445,252.13,received,2023-05-27,2023-06-04,2023-06-04,2023-05-27
689,8,344,190,109.58,received,2023-03-02,2023-03-28,2023-03-27,2023-03-02
690,2,8,155,152.85,received,2023-11-15,2023-11-20,2023-11-18,2023-11-15
691,9,180,410,289.6,received,2023-10-09,2023-10-22,2023-10-21,2023-10-09
692,13,146,209,134.67,received,2023-10-21,2023-11-20,2023-11-18,2023-10-21
693,10,457,116,47.74,received,2023-06-23,2023-07-02,2023-06-30,2023-06-23
694,1,242,77,44.02,received,2023-12-12,2023-12-14,2023-12-15,2023-12-12
695,2,219,365,19.65,received,2023-07-20,2023-07-25,2023-07-26,2023-07-20
696,6,160,436,18.0,received,2023-06-20,2023-06-23,2023-06-21,2023-06-20
697,13,239,99,29.7,received,2023-10-18,2023-11-17,2023-11-18,2023-10-18
698,8,159,290,32.49,received,2023-12-17,2024-01-12,2024-01-13,2023-12-17
699,4,486,236,53.07,received,2023-04-25,2023-05-03,2023-05-03,2023-04-25
700,7,94,453,25.27,received,2023-12-25,2024-01-01,2024-01-14,2023-12-25
701,14,452,83,60.08,received,2023-06-16,2023-06-26,2023-06-24,2023-06-16
702,8,58,194,166.69,received,2023-06-29,2023-07-25,2023-07-24,2023-06-29
703,13,179,257,19.57,received,2023-11-06,2023-12-06,2023-12-04,2023-11-06
704,14,366,455,11.06,received,2023-02-24,2023-03-06,2023-03-04,2023-02-24
705,5,273,172,39.07,received,2023-08-25,2023-08-30,2023-08-31,2023-08-25
706,10,125,246,60.03,received,2023-10-08,2023-10-17,2023-10-18,2023-10-08
707,2,175,451,353.66,received,2023-04-17,2023-04-22,2023-04-23,2023-04-17
708,7,291,138,51.74,received,2023-06-25,2023-07-02,2023-07-01,2023-06-25
709,11,343,108,77.16,received,2023-02-09,2023-02-11,2023-02-12,2023-02-09
710,10,306,470,29.36,received,2023-08-26,2023-09-04,2023-09-02,2023-08-26
711,8,91,356,52.01,received,2023-06-07,2023-07-03,2023-07-08,2023-06-07
712,2,351,217,65.15,received,2023-11-02,2023-11-07,2023-11-08,2023-11-02
713,8,331,468,47.28,received,2023-12-05,2023-12-31,2023-12-30,2023-12-05
714,3,455,437,244.27,received,2023-10-25,2023-11-18,2023-11-21,2023-10-25
715,3,339,249,53.19,received,2023-03-18,2023-04-11,2023-04-11,2023-03-18
716,10,296,203,17.5,received,2023-08-17,2023-08-26,2023-08-26,2023-08-17
717,10,407,417,71.31,received,2023-12-14,2023-12-23,2023-12-24,2023-12-14
718,15,177,483,81.72,received,2023-02-15,2023-02-22,2023-02-23,2023-02-15
719,3,437,50,69.28,received,2023-05-31,2023-06-24,2023-06-22,2023-05-31
720,12,287,493,59.92,received,2023-07-03,2023-07-07,2023-07-07,2023-07-03
721,1,121,370,30.38,received,2023-08-10,2023-08-12,2023-08-13,2023-08-10
722,6,365,329,8.08,received,2023-07-15,2023-07-18,2023-07-19,2023-07-15
723,4,340,334,11.02,received,2023-03-30,2023-04-07,2023-04-06,2023-03-30
724,7,432,197,75.24,received,2023-07-04,2023-07-11,2023-07-10,2023-07-04
725,14,344,381,109.58,received,2023-03-06,2023-03-16,2023-03-14,2023-03-06
726,1,74,93,19.71,received,2023-09-07,2023-09-09,2023-09-08,2023-09-07
727,3,329,369,125.29,received,2023-08-01,2023-08-25,2023-09-10,2023-08-01
728,3,233,246,91.67,received,2023-09-18,2023-10-12,2023-10-13,2023-09-18
729,6,116,345,26.14,received,2023-04-06,2023-04-09,2023-04-07,2023-04-06
730,8,434,260,119.19,received,2023-05-02,2023-05-28,2023-05-28,2023-05-02
731,15,280,340,9.09,received,2023-10-23,2023-10-30,2023-10-28,2023-10-23
732,8,361,403,241.22,received,2023-07-08,2023-08-03,2023-08-04,2023-07-08
733,2,73,288,29.52,received,2023-09-27,2023-10-02,2023-10-13,2023-09-27
734,9,41,175,37.95,received,2023-09-25,2023-10-08,2023-10-13,2023-09-25
735,8,323,400,23.01,received,2023-12-06,2024-01-01,2024-01-06,2023-12-06
736,11,277,225,78.43,received,2023-10-24,2023-10-26,2023-10-24,2023-10-24
737,9,399,343,27.5,received,2023-01-06,2023-01-19,2023-01-20,2023-01-06
738,12,170,198,113.26,received,2023-08-04,2023-08-08,2023-08-08,2023-08-04
739,3,19,422,26.26,received,2023-12-22,2024-01-15,2024-01-27,2023-12-22
740,13,289,346,56.38,received,2023-05-14,2023-06-13,2023-06-14,2023-05-14
741,3,294,464,291.98,received,2023-01-27,2023-02-20,2023-02-20,2023-01-27
742,12,320,114,130.95,received,2023-01-14,2023-01-18,2023-01-16,2023-01-14
743,9,40,190,123.48,received,2023-05-23,2023-06-05,2023-06-05,2023-05-23
744,14,132,352,113.48,received,2023-01-08,2023-01-18,2023-01-17,2023-01-08
745,12,78,183,51.35,received,2023-12-04,2023-12-08,2023-12-07,2023-12-04
746,13,359,225,34.85,received,2023-05-01,2023-05-31,2023-05-29,2023-05-01
747,2,496,478,138.81,received,2023-03-16,2023-03-21,2023-03-20,2023-03-16
748,8,386,388,66.08,received,2023-07-31,2023-08-26,2023-08-25,2023-07-31
749,8,372,77,65.94,received,2023-11-23,2023-12-19,2023-12-19,2023-11-23
750,11,136,254,144.73,received,2023-03-01,2023-03-03,2023-03-04,2023-03-01
751,8,155,244,398.3,received,2023-09-01,2023-09-27,2023-09-26,2023-09-01
752,11,362,321,126.63,received,2023-07-19,2023-07-21,2023-07-20,2023-07-19
753,14,223,245,171.92,received,2023-01-07,2023-01-17,2023-01-18,2023-01-07
754,11,162,99,403.13,received,2023-09-29,2023-10-01,2023-09-29,2023-09-29
755,15,273,362,39.07,received,2023-11-23,2023-11-30,2023-12-01,2023-11-23
756,15,334,460,327.31,received,2023-05-20,2023-05-27,2023-05-27,2023-05-20
757,2,131,445,52.45,received,2023-12-02,2023-12-07,2023-12-08,2023-12-02
758,11,384,316,25.9,received,2023-05-04,2023-05-06,2023-05-05,2023-05-04
759,6,347,330,16.83,received,2023-12-20,2023-12-23,2024-01-05,2023-12-20
760,1,345,260,106.14,received,2023-01-05,2023-01-07,2023-01-05,2023-01-05
761,2,269,162,29.11,received,2023-02-23,2023-02-28,2023-02-28,2023-02-23
762,12,146,367,134.67,received,2023-05-09,2023-05-13,2023-05-11,2023-05-09
763,2,30,356,198.63,received,2023-11-01,2023-11-06,2023-11-05,2023-11-01
764,11,63,488,142.56,received,2023-12-29,2023-12-31,2023-12-29,2023-12-29
765,10,67,106,37.86,received,2023-07-12,2023-07-21,2023-07-20,2023-07-12
766,12,95,377,196.01,received,2023-05-10,2023-05-14,2023-05-12,2023-05-10
767,8,473,181,138.78,received,2023-05-22,2023-06-17,2023-06-17,2023-05-22
768,3,400,245,179.45,received,2023-02-07,2023-03-03,2023-03-01,2023-02-07
769,7,171,141,193.88,received,2023-01-31,2023-02-07,2023-02-07,2023-01-31
770,8,36,362,47.49,received,2023-09-09,2023-10-05,2023-10-14,2023-09-09
771,7,92,326,278.97,received,2023-11-27,2023-12-04,2023-12-03,2023-11-27
772,13,221,276,18.81,received,2023-04-22,2023-05-22,2023-05-20,2023-04-22
773,12,133,342,21.98,received,2023-02-22,2023-02-26,2023-02-24,2023-02-22
774,12,129,126,126.57,received,2023-08-17,2023-08-21,2023-08-22,2023-08-17
775,11,328,186,131.63,received,2023-01-01,2023-01-03,2023-01-04,2023-01-01
776,3,359,51,34.85,received,2023-06-18,2023-07-12,2023-08-02,2023-06-18
777,9,363,482,115.24,received,2023-09-09,2023-09-22,2023-09-23,2023-09-09
778,12,400,246,179.45,received,2023-02-05,2023-02-09,2023-02-07,2023-02-05
779,12,419,220,28.91,received,2023-09-04,2023-09-08,2023-09-08,2023-09-04
780,11,156,237,11.24,received,2023-07-25,2023-07-27,2023-07-25,2023-07-25
781,9,437,439,69.28,received,2023-06-24,2023-07-07,2023-07-08,2023-06-24
782,13,149,246,161.3,received,2023-11-28,2023-12-28,2023-12-26,2023-11-28
783,11,98,372,35.9,received,2023-06-03,2023-06-05,2023-06-03,2023-06-03
784,12,184,426,92.74,received,2023-09-07,2023-09-11,2023-09-12,2023-09-07
785,4,72,300,30.05,received,2023-01-19,2023-01-27,2023-01-26,2023-01-19
786,7,33,323,22.14,received,2023-10-04,2023-10-11,2023-10-12,2023-10-04
787,14,416,68,68.28,received,2023-08-19,2023-08-29,2023-09-01,2023-08-19
788,6,29,257,35.58,received,2023-06-22,2023-06-25,2023-06-23,2023-06-22
789,2,109,397,79.78,received,2023-12-01,2023-12-06,2023-12-07,2023-12-01
790,14,448,86,37.19,received,2023-10-02,2023-10-12,2023-10-11,2023-10-02
791,1,377,291,31.02,received,2023-03-14,2023-03-16,2023-03-14,2023-03-14
792,15,471,57,79.48,received,2023-11-13,2023-11-20,2023-11-19,2023-11-13
793,3,324,283,11.45,received,2023-01-26,2023-02-19,2023-02-25,2023-01-26
794,10,88,108,16.53,received,2023-10-30,2023-11-08,2023-11-06,2023-10-30
795,8,305,268,133.07,received,2023-11-12,2023-12-08,2023-12-07,2023-11-12
796,6,416,400,68.28,received,2023-12-14,2023-12-17,2023-12-15,2023-12-14
797,10,280,441,9.09,received,2023-03-12,2023-03-21,2023-03-20,2023-03-12
798,1,304,190,96.61,received,2023-03-30,2023-04-01,2023-03-30,2023-03-30
799,3,388,333,81.11,received,2023-08-01,2023-08-25,2023-08-25,2023-08-01
800,3,225,118,51.25,received,2023-05-05,2023-05-29,2023-06-02,2023-05-05
801,2,406,58,49.96,received,2023-11-20,2023-11-25,2023-11-24,2023-11-20
802,15,250,95,102.4,received,2023-02-11,2023-02-18,2023-02-17,2023-02-11
803,12,334,405,327.31,received,2023-10-31,2023-11-04,2023-11-05,2023-10-31
804,13,406,123,49.96,received,2023-09-01,2023-10-01,2023-09-30,2023-09-01
805,11,139,139,31.2,received,2023-09-25,2023-09-27,2023-09-26,2023-09-25
806,10,355,363,57.82,received,2023-01-20,2023-01-29,2023-01-30,2023-01-20
807,2,322,335,71.78,received,2023-06-04,2023-06-09,2023-06-07,2023-06-04
808,4,99,366,252.13,received,2023-03-02,2023-03-10,2023-03-16,2023-03-02
809,6,442,444,109.11,received,2023-10-04,2023-10-07,2023-10-08,2023-10-04
810,11,338,107,19.02,received,2023-04-17,2023-04-19,2023-04-18,2023-04-17
811,13,77,304,21.79,received,2023-12-17,2024-01-16,2024-02-03,2023-12-17
812,3,82,380,53.93,received,2023-12-10,2024-01-03,2024-01-07,2023-12-10
813,6,146,365,134.67,received,2023-04-18,2023-04-21,2023-04-21,2023-04-18
814,13,456,325,405.86,received,2023-08-21,2023-09-20,2023-09-18,2023-08-21
815,3,81,86,12.59,received,2023-01-15,2023-02-08,2023-02-06,2023-01-15
816,15,121,264,30.38,received,2023-08-16,2023-08-23,2023-08-23,2023-08-16
817,4,383,448,70.54,received,2023-12-13,2023-12-21,2023-12-31,2023-12-13
818,2,167,495,100.67,received,2023-04-27,2023-05-02,2023-05-03,2023-04-27
819,4,193,77,79.2,received,2023-04-23,2023-05-01,2023-05-02,2023-04-23
820,15,224,141,80.38,received,2023-03-16,2023-03-23,2023-03-24,2023-03-16
821,7,192,373,51.08,received,2023-03-11,2023-03-18,2023-03-17,2023-03-11
822,6,500,66,77.27,received,2023-05-19,2023-05-22,2023-05-21,2023-05-19
823,12,292,486,106.8,received,2023-01-31,2023-02-04,2023-02-02,2023-01-31
824,8,235,162,25.16,received,2023-08-03,2023-08-29,2023-08-29,2023-08-03
825,15,152,345,278.92,received,2023-11-06,2023-11-13,2023-11-12,2023-11-06
826,9,438,491,163.91,received,2023-04-28,2023-05-11,2023-05-12,2023-04-28
827,4,303,57,143.01,received,2023-08-31,2023-09-08,2023-09-08,2023-08-31
828,12,220,346,175.26,received,2023-05-07,2023-05-11,2023-05-12,2023-05-07
829,4,457,52,47.74,received,2023-10-30,2023-11-07,2023-11-28,2023-10-30
830,7,23,67,168.23,received,2023-01-21,2023-01-28,2023-02-16,2023-01-21
831,7,272,281,163.5,received,2023-07-21,2023-07-28,2023-07-26,2023-07-21
832,8,124,404,187.37,received,2023-02-12,2023-03-10,2023-03-08,2023-02-12
833,12,209,172,55.6,received,2023-04-22,2023-04-26,2023-04-26,2023-04-22
834,11,47,132,419.22,received,2023-01-09,2023-01-11,2023-01-11,2023-01-09
835,12,236,282,9.08,received,2023-10-20,2023-10-24,2023-10-22,2023-10-20
836,8,396,144,47.26,received,2023-03-12,2023-04-07,2023-04-22,2023-03-12
837,13,447,490,12.47,received,2023-07-09,2023-08-08,2023-08-06,2023-07-09
838,11,37,321,103.56,received,2023-07-17,2023-07-19,2023-07-19,2023-07-17
839,1,152,453,278.92,received,2023-08-07,2023-08-09,2023-08-08,2023-08-07
840,11,42,313,55.37,received,2023-11-14,2023-11-16,2023-11-14,2023-11-14
841,15,346,246,17.49,received,2023-07-06,2023-07-13,2023-07-11,2023-07-06
842,6,239,139,29.7,received,2023-11-13,2023-11-16,2023-11-16,2023-11-13
843,11,287,120,59.92,received,2023-12-27,2023-12-29,2023-12-28,2023-12-27
844,6,123,427,190.07,received,2023-10-04,2023-10-07,2023-10-08,2023-10-04
845,13,298,214,66.8,received,2023-12-26,2024-01-25,2024-01-24,2023-12-26
846,6,460,191,398.29,received,2023-05-17,2023-05-20,2023-05-21,2023-05-17
847,1,33,306,22.14,received,2023-07-10,2023-07-12,2023-07-13,2023-07-10
848,9,425,281,74.43,received,2023-03-04,2023-03-17,2023-03-17,2023-03-04
849,10,189,146,19.49,received,2023-12-11,2023-12-20,2023-12-25,2023-12-11
850,15,453,141,42.8,received,2023-08-23,2023-08-30,2023-08-31,2023-08-23
851,5,491,107,66.02,received,2023-02-09,2023-02-14,2023-02-14,2023-02-09
852,12,76,316,22.08,received,2023-09-12,2023-09-16,2023-09-15,2023-09-12
853,11,12,292,19.93,received,2023-05-31,2023-06-02,2023-06-01,2023-05-31
854,6,216,199,25.09,received,2023-08-16,2023-08-19,2023-08-17,2023-08-16
855,4,33,477,22.14,received,2023-01-12,2023-01-20,2023-01-19,2023-01-12
856,9,331,385,47.28,received,2023-06-21,2023-07-04,2023-07-04,2023-06-21
857,11,403,284,31.8,received,2023-06-17,2023-06-19,2023-06-20,2023-06-17
858,5,291,137,51.74,received,2023-03-09,2023-03-14,2023-03-26,2023-03-09
859,13,134,444,78.62,received,2023-04-27,2023-05-27,2023-05-27,2023-04-27
860,14,25,135,68.47,received,2023-03-17,2023-03-27,2023-03-28,2023-03-17
861,10,474,143,166.88,received,2023-03-24,2023-04-02,2023-04-02,2023-03-24
862,3,430,132,296.57,received,2023-12-29,2024-01-22,2024-01-21,2023-12-29
863,4,60,114,50.81,received,2023-01-22,2023-01-30,2023-02-20,2023-01-22
864,8,134,390,78.62,received,2023-07-09,2023-08-04,2023-08-02,2023-07-09
865,6,177,323,81.72,received,2023-03-17,2023-03-20,2023-03-19,2023-03-17
866,5,63,443,142.56,received,2023-01-13,2023-01-18,2023-01-19,2023-01-13
867,3,486,52,53.07,received,2023-08-23,2023-09-16,2023-09-23,2023-08-23
868,12,280,292,9.09,received,2023-09-17,2023-09-21,2023-09-21,2023-09-17
869,15,149,223,161.3,received,2023-10-21,2023-10-28,2023-10-29,2023-10-21
870,12,58,397,166.69,received,2023-09-03,2023-09-07,2023-09-06,2023-09-03
871,9,60,278,50.81,received,2023-06-07,2023-06-20,2023-06-19,2023-06-07
872,6,48,348,10.97,received,2023-06-17,2023-06-20,2023-06-19,2023-06-17
873,9,114,325,157.24,received,2023-05-23,2023-06-05,2023-06-03,2023-05-23
874,14,229,312,48.78,received,2023-12-13,2023-12-23,2023-12-21,2023-12-13
875,7,100,391,112.77,received,2023-09-09,2023-09-16,2023-09-14,2023-09-09
876,6,204,239,18.28,received,2023-03-17,2023-03-20,2023-03-21,2023-03-17
877,7,191,207,29.69,received,2023-01-07,2023-01-14,2023-01-14,2023-01-07
878,8,448,429,37.19,received,2023-10-15,2023-11-10,2023-11-11,2023-10-15
879,7,412,423,183.53,received,2023-08-15,2023-08-22,2023-08-23,2023-08-15
880,15,213,123,37.8,received,2023-03-13,2023-03-20,2023-03-18,2023-03-13
881,4,156,221,11.24,received,2023-09-01,2023-09-09,2023-09-28,2023-09-01
882,2,478,53,211.66,received,2023-10-30,2023-11-04,2023-11-02,2023-10-30
883,7,328,413,131.63,received,2023-05-20,2023-05-27,2023-05-28,2023-05-20
884,10,387,198,37.62,received,2023-03-12,2023-03-21,2023-03-22,2023-03-12
885,9,252,477,13.0,received,2023-01-22,2023-02-04,2023-02-04,2023-01-22
886,10,156,164,11.24,received,2023-09-10,2023-09-19,2023-09-20,2023-09-10
887,1,406,377,49.96,received,2023-01-02,2023-01-04,2023-01-04,2023-01-02
888,14,326,263,41.79,received,2023-08-30,2023-09-09,2023-09-09,2023-08-30
889,3,252,111,13.0,received,2023-12-19,2024-01-12,2024-01-10,2023-12-19
890,13,142,356,37.44,received,2023-09-10,2023-10-10,2023-10-15,2023-09-10
891,12,186,494,135.3,received,2023-10-25,2023-10-29,2023-10-30,2023-10-25
892,5,322,241,71.78,received,2023-12-18,2023-12-23,2023-12-21,2023-12-18
893,9,376,133,131.84,received,2023-10-22,2023-11-04,2023-11-04,2023-10-22
894,10,30,232,198.63,received,2023-03-16,2023-03-25,2023-03-24,2023-03-16
895,3,28,74,121.28,received,2023-05-20,2023-06-13,2023-06-13,2023-05-20
896,5,150,313,61.99,received,2023-09-29,2023-10-04,2023-10-02,2023-09-29
897,4,393,356,103.58,received,2023-11-18,2023-11-26,2023-11-24,2023-11-18
898,13,86,473,265.52,received,2023-10-06,2023-11-05,2023-11-05,2023-10-06
899,14,351,99,65.15,received,2023-06-04,2023-06-14,2023-06-14,2023-06-04
900,9,297,120,10.72,received,2023-06-30,2023-07-13,2023-07-11,2023-06-30
901,9,145,224,5.26,received,2023-07-10,2023-07-23,2023-07-24,2023-07-10
902,15,467,307,46.24,received,2023-03-25,2023-04-01,2023-03-31,2023-03-25
903,4,426,263,8.37,received,2023-04-07,2023-04-15,2023-04-13,2023-04-07
904,8,470,58,10.02,received,2023-02-09,2023-03-07,2023-03-06,2023-02-09
905,8,179,468,19.57,received,2023-06-09,2023-07-05,2023-07-04,2023-06-09
906,8,456,138,405.86,received,2023-11-02,2023-11-28,2023-11-28,2023-11-02
907,12,156,163,11.24,received,2023-01-15,2023-01-19,2023-01-17,2023-01-15
908,3,439,207,98.91,received,2023-12-22,2024-01-15,2024-01-14,2023-12-22
909,3,108,403,109.81,received,2023-03-08,2023-04-01,2023-04-17,2023-03-08
910,13,402,437,273.72,received,2023-02-27,2023-03-29,2023-03-30,2023-02-27
911,7,22,290,127.37,received,2023-04-11,2023-04-18,2023-04-16,2023-04-11
912,2,466,391,434.28,received,2023-05-10,2023-05-15,2023-05-15,2023-05-10
913,1,387,350,37.62,received,2023-02-19,2023-02-21,2023-02-20,2023-02-19
914,15,103,96,189.25,received,2023-04-05,2023-04-12,2023-04-10,2023-04-05
915,3,434,230,119.19,received,2023-05-23,2023-06-16,2023-06-30,2023-05-23
916,3,438,308,163.91,received,2023-09-14,2023-10-08,2023-10-07,2023-09-14
917,10,35,320,113.42,received,2023-02-20,2023-03-01,2023-02-27,2023-02-20
918,4,367,436,20.04,received,2023-04-09,2023-04-17,2023-04-25,2023-04-09
919,9,3,485,86.67,received,2023-02-20,2023-03-05,2023-03-24,2023-02-20
920,12,244,275,16.02,received,2023-07-07,2023-07-11,2023-07-10,2023-07-07
921,11,491,244,66.02,received,2023-02-24,2023-02-26,2023-02-26,2023-02-24
922,7,110,439,194.2,received,2023-09-21,2023-09-28,2023-09-26,2023-09-21
923,6,64,303,119.34,received,2023-08-27,2023-08-30,2023-08-29,2023-08-27
924,13,185,92,122.62,received,2023-12-27,2024-01-26,2024-01-24,2023-12-27
925,6,253,357,25.01,received,2023-03-01,2023-03-04,2023-03-05,2023-03-01
926,12,160,165,18.0,received,2023-12-18,2023-12-22,2024-01-08,2023-12-18
927,9,209,146,55.6,received,2023-05-29,2023-06-11,2023-06-27,2023-05-29
928,14,36,141,47.49,received,2023-09-01,2023-09-11,2023-09-25,2023-09-01
929,1,346,274,17.49,received,2023-09-09,2023-09-11,2023-09-12,2023-09-09
930,9,338,252,19.02,received,2023-12-13,2023-12-26,2023-12-25,2023-12-13
931,7,356,83,23.63,received,2023-10-30,2023-11-06,2023-11-14,2023-10-30
932,6,500,112,77.27,received,2023-04-12,2023-04-15,2023-04-16,2023-04-12
933,4,430,441,296.57,received,2023-08-06,2023-08-14,2023-08-14,2023-08-06
934,12,393,232,103.58,received,2023-10-25,2023-10-29,2023-10-30,2023-10-25
935,8,342,311,21.48,received,2023-11-05,2023-12-01,2023-12-19,2023-11-05
936,5,76,300,22.08,received,2023-08-21,2023-08-26,2023-08-26,2023-08-21
937,8,119,100,62.94,received,2023-11-18,2023-12-14,2023-12-17,2023-11-18
938,12,28,141,121.28,received,2023-02-04,2023-02-08,2023-02-06,2023-02-04
939,7,310,368,15.35,received,2023-12-14,2023-12-21,2023-12-21,2023-12-14
940,10,50,455,105.11,received,2023-02-09,2023-02-18,2023-02-19,2023-02-09
941,8,104,308,27.59,received,2023-05-31,2023-06-26,2023-06-27,2023-05-31
942,5,278,441,56.25,received,2023-06-25,2023-06-30,2023-06-28,2023-06-25
943,1,221,486,18.81,received,2023-03-02,2023-03-04,2023-03-04,2023-03-02
944,7,227,335,10.46,received,2023-08-24,2023-08-31,2023-08-30,2023-08-24
945,11,441,301,45.45,received,2023-06-05,2023-06-07,2023-06-06,2023-06-05
946,7,69,441,104.11,received,2023-06-09,2023-06-16,2023-06-17,2023-06-09
947,2,292,293,106.8,received,2023-12-12,2023-12-17,2023-12-18,2023-12-12
948,9,438,184,163.91,received,2023-03-22,2023-04-04,2023-04-05,2023-03-22
949,8,303,442,143.01,received,2023-07-13,2023-08-08,2023-08-08,2023-07-13
950,5,165,115,53.23,received,2023-02-01,2023-02-06,2023-02-04,2023-02-01
951,14,188,441,34.61,received,2023-06-28,2023-07-08,2023-07-06,2023-06-28
952,15,321,226,19.43,received,2023-06-24,2023-07-01,2023-07-02,2023-06-24
953,6,211,176,379.27,received,2023-06-29,2023-07-02,2023-07-01,2023-06-29
954,4,332,494,91.51,received,2023-06-09,2023-06-17,2023-06-15,2023-06-09
955,5,59,69,145.12,received,2023-06-22,2023-06-27,2023-06-27,2023-06-22
956,8,337,186,76.6,received,2023-08-05,2023-08-31,2023-09-01,2023-08-05
957,1,357,243,79.2,received,2023-08-29,2023-08-31,2023-08-31,2023-08-29
958,10,200,101,8.78,received,2023-06-15,2023-06-24,2023-06-25,2023-06-15
959,12,346,135,17.49,received,2023-04-16,2023-04-20,2023-04-20,2023-04-16
960,10,154,304,132.1,received,2023-07-06,2023-07-15,2023-07-24,2023-07-06
961,11,434,197,119.19,received,2023-02-08,2023-02-10,2023-02-09,2023-02-08
962,5,25,461,68.47,received,2023-06-02,2023-06-07,2023-06-22,2023-06-02
963,4,320,353,130.95,received,2023-02-17,2023-02-25,2023-02-23,2023-02-17
964,6,140,268,37.52,received,2023-02-04,2023-02-07,2023-02-08,2023-02-04
965,4,178,308,305.87,received,2023-02-09,2023-02-17,2023-02-17,2023-02-09
966,13,154,152,132.1,received,2023-08-10,2023-09-09,2023-09-09,2023-08-10
967,7,206,393,229.74,received,2023-05-09,2023-05-16,2023-05-17,2023-05-09
968,13,281,491,128.29,received,2023-04-03,2023-05-03,2023-05-22,2023-04-03
969,3,296,187,17.5,received,2023-09-13,2023-10-07,2023-10-08,2023-09-13
970,15,327,339,151.87,received,2023-09-30,2023-10-07,2023-10-08,2023-09-30
971,12,321,286,19.43,received,2023-01-31,2023-02-04,2023-02-04,2023-01-31
972,3,124,482,187.37,received,2023-03-19,2023-04-12,2023-04-12,2023-03-19
973,7,211,374,379.27,received,2023-06-13,2023-06-20,2023-06-18,2023-06-13
974,4,434,380,119.19,received,2023-07-31,2023-08-08,2023-08-08,2023-07-31
975,3,132,172,113.48,received,2023-12-18,2024-01-11,2024-01-12,2023-12-18
976,2,77,287,21.79,received,2023-04-09,2023-04-14,2023-04-14,2023-04-09
977,8,287,153,59.92,received,2023-08-12,2023-09-07,2023-09-05,2023-08-12
978,3,140,387,37.52,received,2023-03-11,2023-04-04,2023-04-04,2023-03-11
979,9,91,450,52.01,received,2023-11-26,2023-12-09,2023-12-27,2023-11-26
980,1,29,493,35.58,received,2023-02-12,2023-02-14,2023-02-14,2023-02-12
981,2,462,253,258.01,received,2023-07-28,2023-08-02,2023-07-31,2023-07-28
982,14,371,317,17.69,received,2023-03-13,2023-03-23,2023-03-21,2023-03-13
983,11,425,304,74.43,received,2023-10-25,2023-10-27,2023-10-27,2023-10-25
984,15,47,218,419.22,received,2023-05-02,2023-05-09,2023-05-09,2023-05-02
985,14,300,266,35.8,received,2023-07-19,2023-07-29,2023-07-28,2023-07-19
986,4,74,275,19.71,received,2023-02-24,2023-03-04,2023-03-04,2023-02-24
987,7,131,408,52.45,received,2023-10-29,2023-11-05,2023-11-05,2023-10-29
988,2,163,192,106.24,received,2023-10-07,2023-10-12,2023-10-11,2023-10-07
989,15,402,470,273.72,received,2023-03-16,2023-03-23,2023-03-23,2023-03-16
990,5,11,480,55.44,received,2023-11-27,2023-12-02,2023-12-06,2023-11-27
991,12,340,179,11.02,received,2023-01-28,2023-02-01,2023-01-31,2023-01-28
992,9,197,465,79.1,received,2023-06-08,2023-06-21,2023-06-21,2023-06-08
993,11,63,248,142.56,received,2023-10-01,2023-10-03,2023-10-04,2023-10-01
994,1,466,204,434.28,received,2023-07-21,2023-07-23,2023-08-03,2023-07-21
995,2,480,274,46.86,received,2023-05-01,2023-05-06,2023-05-05,2023-05-01
