receiving_id,po_id,sku_id,employee_id,received_qty,damaged_qty,received_at,putaway_at,location_code,notes,created_at
480,480,439,34,292,1,2023-07-21 04:00:00,2023-07-21 07:00:00,A-10-03,,2023-07-21 04:00:00
481,481,5,28,484,4,2023-04-30 01:00:00,2023-04-30 09:00:00,A-04-01,,2023-04-30 01:00:00
482,482,265,33,203,1,2023-10-04 01:00:00,2023-10-04 04:00:00,A-07-03,,2023-10-04 01:00:00
483,483,288,26,403,8,2023-10-21 02:00:00,2023-10-21 07:00:00,B-05-03,,2023-10-21 02:00:00
484,484,31,29,479,4,2023-05-16 03:00:00,2023-05-16 06:00:00,E-11-04,,2023-05-16 03:00:00
485,485,50,33,165,0,2023-08-21 03:00:00,2023-08-21 08:00:00,D-09-01,,2023-08-21 03:00:00
486,486,287,28,226,2,2023-10-16 04:00:00,2023-10-16 07:00:00,A-19-04,,2023-10-16 04:00:00
487,487,211,34,345,2,2023-03-05 04:00:00,2023-03-05 10:00:00,C-07-03,,2023-03-05 04:00:00
488,488,333,29,231,5,2023-12-08 03:00:00,2023-12-08 05:00:00,E-07-03,,2023-12-08 03:00:00
489,489,345,35,90,0,2023-09-23 01:00:00,2023-09-23 04:00:00,D-05-04,,2023-09-23 01:00:00
490,490,315,28,494,8,2023-06-02 01:00:00,2023-06-02 07:00:00,A-12-01,,2023-06-02 01:00:00
491,491,328,33,484,4,2023-07-17 01:00:00,2023-07-17 04:00:00,C-10-02,,2023-07-17 01:00:00
492,492,37,32,210,4,2023-02-16 04:00:00,2023-02-16 12:00:00,E-19-04,,2023-02-16 04:00:00
493,493,335,26,188,1,2023-06-03 03:00:00,2023-06-03 09:00:00,D-13-03,,2023-06-03 03:00:00
494,494,228,32,245,5,2023-07-13 01:00:00,2023-07-13 08:00:00,D-09-05,,2023-07-13 01:00:00
495,495,95,35,388,1,2023-02-04 02:00:00,2023-02-04 07:00:00,E-17-02,,2023-02-04 02:00:00
496,496,482,31,135,0,2023-12-29 03:00:00,2023-12-29 04:00:00,A-10-02,,2023-12-29 03:00:00
497,497,53,30,330,1,2023-02-26 01:00:00,2023-02-26 04:00:00,B-06-03,,2023-02-26 01:00:00
498,498,14,34,103,0,2023-07-23 02:00:00,2023-07-23 09:00:00,A-08-02,,2023-07-23 02:00:00
499,499,317,29,155,2,2023-03-27 03:00:00,2023-03-27 05:00:00,D-18-04,,2023-03-27 03:00:00
500,500,127,28,100,2,2023-06-02 02:00:00,2023-06-02 04:00:00,D-05-03,,2023-06-02 02:00:00
501,501,430,27,490,4,2023-04-11 03:00:00,2023-04-11 10:00:00,E-13-05,,2023-04-11 03:00:00
502,502,167,31,330,6,2023-09-08 01:00:00,2023-09-08 05:00:00,E-06-02,,2023-09-08 01:00:00
503,503,70,33,373,5,2024-01-20 01:00:00,2024-01-20 08:00:00,A-08-02,,2024-01-20 01:00:00
504,504,326,32,227,1,2023-10-20 04:00:00,2023-10-20 06:00:00,C-13-02,,2023-10-20 04:00:00
505,505,277,28,207,1,2023-05-24 04:00:00,2023-05-24 05:00:00,C-14-02,,2023-05-24 04:00:00
506,506,212,32,50,0,2023-05-15 01:00:00,2023-05-15 09:00:00,A-12-01,,2023-05-15 01:00:00
507,507,418,32,195,1,2023-03-25 04:00:00,2023-03-25 12:00:00,A-16-04,,2023-03-25 04:00:00
508,508,353,31,203,1,2023-09-29 03:00:00,2023-09-29 05:00:00,E-15-05,,2023-09-29 03:00:00
509,509,393,32,457,9,2023-08-10 03:00:00,2023-08-10 05:00:00,B-14-05,,2023-08-10 03:00:00
510,510,281,32,159,0,2023-07-14 03:00:00,2023-07-14 07:00:00,E-20-04,,2023-07-14 03:00:00
511,511,84,35,162,1,2023-12-06 01:00:00,2023-12-06 09:00:00,D-12-01,,2023-12-06 01:00:00
512,512,41,28,195,1,2023-08-10 03:00:00,2023-08-10 08:00:00,A-18-03,,2023-08-10 03:00:00
513,513,381,27,146,1,2023-10-03 04:00:00,2023-10-03 10:00:00,C-02-05,,2023-10-03 04:00:00
514,514,36,27,376,0,2023-04-12 04:00:00,2023-04-12 08:00:00,B-03-05,,2023-04-12 04:00:00
515,515,317,35,146,0,2023-09-16 04:00:00,2023-09-16 11:00:00,C-12-04,,2023-09-16 04:00:00
516,516,10,26,145,3,2023-03-20 04:00:00,2023-03-20 05:00:00,A-11-03,,2023-03-20 04:00:00
517,517,145,30,422,12,2023-05-24 01:00:00,2023-05-24 08:00:00,E-03-03,,2023-05-24 01:00:00
518,518,120,35,161,0,2023-02-19 03:00:00,2023-02-19 05:00:00,D-04-02,,2023-02-19 03:00:00
519,519,216,29,240,2,2023-06-13 02:00:00,2023-06-13 03:00:00,C-19-04,,2023-06-13 02:00:00
520,520,357,32,78,1,2023-02-11 02:00:00,2023-02-11 07:00:00,E-02-05,,2023-02-11 02:00:00
521,521,398,30,122,0,2023-07-26 04:00:00,2023-07-26 08:00:00,A-14-02,,2023-07-26 04:00:00
522,522,459,31,112,2,2023-05-15 03:00:00,2023-05-15 05:00:00,B-08-01,,2023-05-15 03:00:00
523,523,366,32,176,3,2023-06-08 04:00:00,2023-06-08 11:00:00,E-11-05,,2023-06-08 04:00:00
524,524,18,28,316,5,2023-04-14 03:00:00,2023-04-14 09:00:00,C-12-04,,2023-04-14 03:00:00
525,525,107,26,215,4,2023-09-02 02:00:00,2023-09-02 05:00:00,D-09-04,,2023-09-02 02:00:00
526,526,323,29,179,3,2023-02-13 01:00:00,2023-02-13 09:00:00,E-12-01,,2023-02-13 01:00:00
527,527,327,26,492,7,2023-06-26 03:00:00,2023-06-26 08:00:00,C-15-04,,2023-06-26 03:00:00
528,528,112,34,216,3,2023-03-02 03:00:00,2023-03-02 10:00:00,D-01-03,,2023-03-02 03:00:00
529,529,86,27,454,13,2023-05-25 04:00:00,2023-05-25 07:00:00,D-20-01,,2023-05-25 04:00:00
530,530,5,34,402,2,2023-01-31 01:00:00,2023-01-31 06:00:00,B-06-04,,2023-01-31 01:00:00
531,531,80,31,130,2,2023-07-18 04:00:00,2023-07-18 09:00:00,C-12-01,,2023-07-18 04:00:00
532,532,47,33,80,1,2024-01-11 02:00:00,2024-01-11 09:00:00,D-15-03,,2024-01-11 02:00:00
533,533,331,33,114,2,2023-03-21 04:00:00,2023-03-21 09:00:00,A-18-03,,2023-03-21 04:00:00
534,534,120,32,462,9,2023-07-22 01:00:00,2023-07-22 08:00:00,E-14-04,,2023-07-22 01:00:00
535,535,225,27,233,0,2023-04-17 02:00:00,2023-04-17 05:00:00,E-20-05,,2023-04-17 02:00:00
536,536,69,35,411,9,2023-05-14 01:00:00,2023-05-14 07:00:00,E-08-02,,2023-05-14 01:00:00
537,537,287,34,147,3,2023-06-27 03:00:00,2023-06-27 04:00:00,E-13-05,,2023-06-27 03:00:00
538,538,96,31,177,0,2023-10-16 03:00:00,2023-10-16 07:00:00,B-16-02,,2023-10-16 03:00:00
539,539,426,29,85,0,2023-11-12 01:00:00,2023-11-12 05:00:00,E-15-04,,2023-11-12 01:00:00
540,540,80,35,327,4,2023-09-01 02:00:00,2023-09-01 05:00:00,D-17-01,,2023-09-01 02:00:00
541,541,233,32,399,10,2023-01-05 02:00:00,2023-01-05 10:00:00,A-01-01,,2023-01-05 02:00:00
542,542,453,35,441,11,2023-02-03 01:00:00,2023-02-03 08:00:00,C-18-01,,2023-02-03 01:00:00
543,543,123,32,147,2,2023-06-24 01:00:00,2023-06-24 09:00:00,D-02-03,,2023-06-24 01:00:00
544,544,350,28,320,0,2023-09-24 04:00:00,2023-09-24 12:00:00,D-04-01,,2023-09-24 04:00:00
545,545,166,28,88,1,2023-08-01 01:00:00,2023-08-01 04:00:00,C-14-03,,2023-08-01 01:00:00
546,546,338,29,128,0,2023-02-16 01:00:00,2023-02-16 07:00:00,A-15-04,,2023-02-16 01:00:00
547,547,17,30,100,1,2023-04-23 04:00:00,2023-04-23 10:00:00,D-09-05,,2023-04-23 04:00:00
548,548,293,35,319,7,2023-11-28 02:00:00,2023-11-28 07:00:00,A-08-03,,2023-11-28 02:00:00
549,549,360,28,163,1,2023-11-08 02:00:00,2023-11-08 07:00:00,D-15-03,,2023-11-08 02:00:00
550,550,368,26,385,8,2023-02-14 02:00:00,2023-02-14 07:00:00,D-09-02,,2023-02-14 02:00:00
551,551,476,32,193,0,2023-03-06 01:00:00,2023-03-06 06:00:00,C-17-05,,2023-03-06 01:00:00
552,552,381,34,471,12,2023-08-12 03:00:00,2023-08-12 06:00:00,E-17-03,,2023-08-12 03:00:00
553,553,137,33,477,12,2023-10-05 04:00:00,2023-10-05 07:00:00,E-16-02,,2023-10-05 04:00:00
554,554,40,28,61,1,2023-05-02 03:00:00,2023-05-02 07:00:00,C-07-02,,2023-05-02 03:00:00
555,555,119,35,319,7,2023-10-03 01:00:00,2023-10-03 05:00:00,C-16-04,,2023-10-03 01:00:00
556,556,128,27,319,8,2023-10-20 02:00:00,2023-10-20 06:00:00,C-02-04,,2023-10-20 02:00:00
557,557,286,29,315,2,2023-08-05 01:00:00,2023-08-05 02:00:00,D-19-05,,2023-08-05 01:00:00
558,558,360,26,135,3,2023-12-31 02:00:00,2023-12-31 06:00:00,B-15-02,,2023-12-31 02:00:00
559,559,93,26,271,2,2023-11-08 02:00:00,2023-11-08 04:00:00,B-17-03,,2023-11-08 02:00:00
560,560,274,31,211,1,2023-11-28 04:00:00,2023-11-28 12:00:00,A-18-01,,2023-11-28 04:00:00
561,561,167,29,472,1,2023-07-24 04:00:00,2023-07-24 06:00:00,D-03-04,,2023-07-24 04:00:00
562,562,166,32,242,4,2023-11-11 04:00:00,2023-11-11 09:00:00,E-01-05,,2023-11-11 04:00:00
563,563,282,35,179,4,2023-06-11 02:00:00,2023-06-11 10:00:00,A-09-04,,2023-06-11 02:00:00
564,564,1,30,315,5,2023-01-28 03:00:00,2023-01-28 11:00:00,E-10-03,,2023-01-28 03:00:00
565,565,456,26,110,0,2023-06-27 03:00:00,2023-06-27 11:00:00,A-06-04,,2023-06-27 03:00:00
566,566,162,32,333,9,2023-01-22 04:00:00,2023-01-22 12:00:00,B-06-01,,2023-01-22 04:00:00
567,567,285,27,98,0,2023-11-09 04:00:00,2023-11-09 10:00:00,E-06-02,,2023-11-09 04:00:00
568,568,236,30,237,1,2023-07-04 03:00:00,2023-07-04 09:00:00,E-16-01,,2023-07-04 03:00:00
569,569,299,28,66,1,2023-05-15 03:00:00,2023-05-15 06:00:00,B-13-02,,2023-05-15 03:00:00
570,570,205,33,420,1,2023-11-02 04:00:00,2023-11-02 11:00:00,C-08-03,,2023-11-02 04:00:00
571,571,406,30,327,3,2023-09-06 03:00:00,2023-09-06 09:00:00,C-11-04,,2023-09-06 03:00:00
572,572,154,31,90,1,2023-01-23 04:00:00,2023-01-23 05:00:00,D-02-04,,2023-01-23 04:00:00
573,573,29,30,263,1,2023-07-22 04:00:00,2023-07-22 09:00:00,A-07-02,,2023-07-22 04:00:00
574,574,445,34,432,4,2023-03-09 03:00:00,2023-03-09 10:00:00,D-11-05,,2023-03-09 03:00:00
575,575,435,28,77,1,2023-11-08 04:00:00,2023-11-08 09:00:00,A-03-02,,2023-11-08 04:00:00
576,576,269,30,217,3,2023-01-26 04:00:00,2023-01-26 05:00:00,D-16-02,,2023-01-26 04:00:00
577,577,358,33,230,0,2023-05-08 01:00:00,2023-05-08 07:00:00,C-18-03,,2023-05-08 01:00:00
578,578,305,35,174,0,2023-11-20 01:00:00,2023-11-20 07:00:00,D-05-02,,2023-11-20 01:00:00
579,579,403,34,92,0,2023-07-26 01:00:00,2023-07-26 09:00:00,B-11-05,,2023-07-26 01:00:00
580,580,293,31,93,0,2023-02-21 03:00:00,2023-02-21 04:00:00,B-03-03,,2023-02-21 03:00:00
581,581,257,31,340,9,2023-08-17 02:00:00,2023-08-17 08:00:00,D-08-04,,2023-08-17 02:00:00
582,582,247,27,383,7,2023-11-08 03:00:00,2023-11-08 08:00:00,E-01-02,,2023-11-08 03:00:00
583,583,101,31,174,2,2023-10-23 04:00:00,2023-10-23 05:00:00,E-02-05,,2023-10-23 04:00:00
584,584,137,35,107,1,2023-08-12 01:00:00,2023-08-12 07:00:00,E-16-03,,2023-08-12 01:00:00
585,585,212,28,214,0,2023-08-06 01:00:00,2023-08-06 03:00:00,E-04-05,,2023-08-06 01:00:00
586,586,305,32,136,3,2023-12-05 01:00:00,2023-12-05 09:00:00,E-07-01,,2023-12-05 01:00:00
587,587,316,31,56,1,2023-08-19 02:00:00,2023-08-19 08:00:00,A-06-05,,2023-08-19 02:00:00
588,588,419,26,129,3,2023-05-07 04:00:00,2023-05-07 05:00:00,D-19-03,,2023-05-07 04:00:00
589,589,373,30,174,2,2023-03-13 01:00:00,2023-03-13 05:00:00,C-14-02,,2023-03-13 01:00:00
590,590,475,28,47,1,2023-03-26 04:00:00,2023-03-26 08:00:00,E-12-05,,2023-03-26 04:00:00
591,591,356,35,61,0,2023-03-02 03:00:00,2023-03-02 06:00:00,A-01-05,,2023-03-02 03:00:00
592,592,108,29,203,0,2023-10-06 03:00:00,2023-10-06 05:00:00,C-11-02,,2023-10-06 03:00:00
593,593,319,28,242,1,2023-04-07 03:00:00,2023-04-07 07:00:00,B-12-01,,2023-04-07 03:00:00
594,594,464,26,132,0,2023-12-15 04:00:00,2023-12-15 05:00:00,D-07-04,,2023-12-15 04:00:00
595,595,146,28,77,0,2023-04-15 02:00:00,2023-04-15 09:00:00,E-04-01,,2023-04-15 02:00:00
596,596,336,35,389,6,2023-01-31 01:00:00,2023-01-31 04:00:00,B-04-04,,2023-01-31 01:00:00
597,597,468,31,59,1,2023-12-12 04:00:00,2023-12-12 08:00:00,B-03-05,,2023-12-12 04:00:00
598,598,445,32,310,4,2023-12-05 04:00:00,2023-12-05 05:00:00,A-13-04,,2023-12-05 04:00:00
599,599,51,27,92,0,2023-06-13 03:00:00,2023-06-13 05:00:00,D-10-02,,2023-06-13 03:00:00
600,600,257,28,70,1,2023-08-29 04:00:00,2023-08-29 05:00:00,C-11-01,,2023-08-29 04:00:00
601,601,473,35,167,0,2023-10-08 02:00:00,2023-10-08 05:00:00,D-02-01,,2023-10-08 02:00:00
602,602,81,28,216,4,2023-01-14 03:00:00,2023-01-14 10:00:00,B-14-02,,2023-01-14 03:00:00
603,603,155,33,186,4,2023-05-22 02:00:00,2023-05-22 08:00:00,A-06-01,,2023-05-22 02:00:00
604,604,32,26,467,5,2023-12-18 03:00:00,2023-12-18 08:00:00,E-11-01,,2023-12-18 03:00:00
605,605,484,32,127,3,2023-10-24 01:00:00,2023-10-24 04:00:00,D-02-05,,2023-10-24 01:00:00
606,606,460,29,423,9,2023-07-22 02:00:00,2023-07-22 05:00:00,A-01-03,,2023-07-22 02:00:00
607,607,267,33,263,7,2023-12-20 01:00:00,2023-12-20 09:00:00,D-14-05,,2023-12-20 01:00:00
608,608,294,28,359,6,2023-03-28 01:00:00,2023-03-28 06:00:00,D-16-03,,2023-03-28 01:00:00
609,609,230,28,347,5,2023-10-07 01:00:00,2023-10-07 09:00:00,D-19-02,,2023-10-07 01:00:00
610,610,351,30,402,1,2023-05-09 02:00:00,2023-05-09 06:00:00,A-04-04,,2023-05-09 02:00:00
611,611,461,34,284,1,2023-10-01 02:00:00,2023-10-01 07:00:00,C-15-05,,2023-10-01 02:00:00
612,612,336,28,84,2,2023-11-23 03:00:00,2023-11-23 06:00:00,C-14-03,,2023-11-23 03:00:00
613,613,273,26,422,11,2023-03-14 01:00:00,2023-03-14 08:00:00,A-07-02,,2023-03-14 01:00:00
614,614,392,35,260,0,2023-06-16 02:00:00,2023-06-16 05:00:00,D-11-01,,2023-06-16 02:00:00
615,615,227,35,127,3,2023-12-09 02:00:00,2023-12-09 09:00:00,D-07-04,,2023-12-09 02:00:00
616,616,97,31,440,5,2023-03-24 03:00:00,2023-03-24 09:00:00,C-06-03,,2023-03-24 03:00:00
617,617,316,31,280,4,2023-05-25 01:00:00,2023-05-25 07:00:00,E-09-01,,2023-05-25 01:00:00
618,618,119,27,402,0,2023-12-24 02:00:00,2023-12-24 04:00:00,B-15-01,,2023-12-24 02:00:00
619,619,245,27,414,3,2023-04-10 03:00:00,2023-04-10 08:00:00,D-14-05,,2023-04-10 03:00:00
620,620,192,31,285,1,2023-04-08 02:00:00,2023-04-08 05:00:00,B-01-02,,2023-04-08 02:00:00
621,621,84,28,441,10,2023-05-04 01:00:00,2023-05-04 07:00:00,E-08-05,,2023-05-04 01:00:00
622,622,474,32,430,1,2023-05-31 02:00:00,2023-05-31 06:00:00,B-18-05,,2023-05-31 02:00:00
623,623,104,33,349,10,2023-04-18 04:00:00,2023-04-18 09:00:00,D-17-04,,2023-04-18 04:00:00
624,624,251,30,176,0,2023-12-29 03:00:00,2023-12-29 04:00:00,A-09-05,,2023-12-29 03:00:00
625,625,208,33,418,9,2023-01-30 01:00:00,2023-01-30 02:00:00,D-05-02,,2023-01-30 01:00:00
626,626,202,35,317,7,2023-12-04 02:00:00,2023-12-04 09:00:00,B-14-04,,2023-12-04 02:00:00
627,627,269,27,316,7,2023-12-12 01:00:00,2023-12-12 05:00:00,C-05-04,,2023-12-12 01:00:00
628,628,232,31,499,8,2023-08-25 02:00:00,2023-08-25 06:00:00,D-05-03,,2023-08-25 02:00:00
629,629,266,33,335,1,2023-10-09 03:00:00,2023-10-09 05:00:00,E-16-02,,2023-10-09 03:00:00
630,630,265,26,199,0,2023-12-05 04:00:00,2023-12-05 07:00:00,A-11-03,,2023-12-05 04:00:00
631,631,204,33,286,7,2023-07-01 01:00:00,2023-07-01 09:00:00,D-19-02,,2023-07-01 01:00:00
632,632,217,29,403,2,2023-06-22 01:00:00,2023-06-22 03:00:00,E-20-03,,2023-06-22 01:00:00
633,633,463,30,82,2,2023-03-28 04:00:00,2023-03-28 11:00:00,A-04-03,,2023-03-28 04:00:00
634,634,257,33,213,2,2023-03-02 03:00:00,2023-03-02 09:00:00,A-01-01,,2023-03-02 03:00:00
635,635,166,35,352,5,2023-08-27 04:00:00,2023-08-27 09:00:00,A-16-05,,2023-08-27 04:00:00
636,636,365,27,132,2,2023-04-19 04:00:00,2023-04-19 05:00:00,E-04-05,,2023-04-19 04:00:00
637,637,355,32,417,1,2023-12-01 02:00:00,2023-12-01 08:00:00,E-20-04,,2023-12-01 02:00:00
638,638,64,32,374,0,2023-02-21 04:00:00,2023-02-21 12:00:00,E-17-01,,2023-02-21 04:00:00
639,639,44,31,205,4,2023-09-28 01:00:00,2023-09-28 05:00:00,E-06-01,,2023-09-28 01:00:00
640,640,195,31,339,9,2023-02-05 01:00:00,2023-02-05 09:00:00,C-12-03,,2023-02-05 01:00:00
641,641,338,29,98,1,2023-03-27 01:00:00,2023-03-27 07:00:00,D-09-02,,2023-03-27 01:00:00
642,642,365,27,423,10,2023-02-26 03:00:00,2023-02-26 10:00:00,C-06-04,,2023-02-26 03:00:00
643,643,493,32,110,2,2023-09-15 02:00:00,2023-09-15 08:00:00,C-04-01,,2023-09-15 02:00:00
644,644,68,31,56,0,2023-04-21 02:00:00,2023-04-21 09:00:00,B-09-04,,2023-04-21 02:00:00
645,645,255,27,361,4,2023-10-07 03:00:00,2023-10-07 06:00:00,B-11-01,,2023-10-07 03:00:00
646,646,253,29,282,2,2023-05-10 03:00:00,2023-05-10 06:00:00,D-20-01,,2023-05-10 03:00:00
647,647,227,31,175,3,2023-02-15 04:00:00,2023-02-15 09:00:00,B-11-05,,2023-02-15 04:00:00
648,648,281,31,75,2,2023-05-29 01:00:00,2023-05-29 06:00:00,E-19-01,,2023-05-29 01:00:00
649,649,76,29,95,0,2023-02-20 02:00:00,2023-02-20 07:00:00,A-16-02,,2023-02-20 02:00:00
650,650,17,26,219,1,2023-12-18 02:00:00,2023-12-18 05:00:00,A-10-02,,2023-12-18 02:00:00
651,651,45,32,104,1,2023-02-01 02:00:00,2023-02-01 09:00:00,B-17-05,,2023-02-01 02:00:00
652,652,146,31,283,7,2023-11-10 04:00:00,2023-11-10 09:00:00,C-09-04,,2023-11-10 04:00:00
653,653,297,28,443,12,2023-07-06 02:00:00,2023-07-06 08:00:00,E-12-01,,2023-07-06 02:00:00
654,654,166,34,438,10,2023-07-18 02:00:00,2023-07-18 05:00:00,A-17-04,,2023-07-18 02:00:00
655,655,432,30,118,2,2023-10-17 02:00:00,2023-10-17 08:00:00,E-08-04,,2023-10-17 02:00:00
656,656,356,28,318,0,2023-05-27 04:00:00,2023-05-27 12:00:00,E-14-01,,2023-05-27 04:00:00
657,657,357,31,342,4,2023-04-24 01:00:00,2023-04-24 07:00:00,D-05-01,,2023-04-24 01:00:00
658,658,323,28,420,9,2023-10-20 03:00:00,2023-10-20 04:00:00,E-16-04,,2023-10-20 03:00:00
659,659,310,32,124,1,2024-01-01 03:00:00,2024-01-01 09:00:00,B-19-05,,2024-01-01 03:00:00
660,660,295,35,364,5,2023-11-28 03:00:00,2023-11-28 04:00:00,E-02-03,,2023-11-28 03:00:00
661,661,255,35,302,8,2023-10-04 01:00:00,2023-10-04 08:00:00,B-07-02,,2023-10-04 01:00:00
662,662,93,27,149,4,2023-12-09 02:00:00,2023-12-09 03:00:00,D-04-03,,2023-12-09 02:00:00
663,663,61,31,427,5,2023-01-13 04:00:00,2023-01-13 11:00:00,D-16-02,,2023-01-13 04:00:00
664,664,107,28,73,0,2023-12-08 02:00:00,2023-12-08 09:00:00,C-16-01,,2023-12-08 02:00:00
665,665,180,34,55,0,2023-10-16 03:00:00,2023-10-16 05:00:00,C-15-01,,2023-10-16 03:00:00
666,666,104,26,207,5,2023-12-20 01:00:00,2023-12-20 02:00:00,C-04-02,,2023-12-20 01:00:00
667,667,260,31,87,0,2023-10-12 04:00:00,2023-10-12 09:00:00,A-19-05,,2023-10-12 04:00:00
668,668,171,27,463,2,2023-06-24 04:00:00,2023-06-24 07:00:00,E-07-03,,2023-06-24 04:00:00
669,669,100,33,279,5,2023-07-14 02:00:00,2023-07-14 10:00:00,B-17-02,,2023-07-14 02:00:00
670,670,19,28,371,0,2023-12-26 01:00:00,2023-12-26 06:00:00,C-04-03,,2023-12-26 01:00:00
671,671,457,35,451,2,2023-11-14 01:00:00,2023-11-14 09:00:00,B-20-02,,2023-11-14 01:00:00
672,672,212,31,327,9,2023-02-08 04:00:00,2023-02-08 12:00:00,A-18-01,,2023-02-08 04:00:00
673,673,348,26,156,0,2023-06-13 04:00:00,2023-06-13 08:00:00,D-02-03,,2023-06-13 04:00:00
674,674,351,35,79,1,2023-06-28 01:00:00,2023-06-28 03:00:00,C-17-05,,2023-06-28 01:00:00
675,675,144,29,370,5,2023-02-10 02:00:00,2023-02-10 07:00:00,C-05-04,,2023-02-10 02:00:00
676,676,432,26,145,2,2023-04-09 04:00:00,2023-04-09 11:00:00,D-03-04,,2023-04-09 04:00:00
677,677,60,26,413,3,2023-06-16 04:00:00,2023-06-16 11:00:00,C-16-03,,2023-06-16 04:00:00
678,678,140,28,240,0,2023-08-01 01:00:00,2023-08-01 06:00:00,E-19-05,,2023-08-01 01:00:00
679,679,425,31,139,3,2023-06-30 01:00:00,2023-06-30 02:00:00,C-13-02,,2023-06-30 01:00:00
680,680,192,29,171,4,2023-01-23 04:00:00,2023-01-23 07:00:00,E-12-01,,2023-01-23 04:00:00
681,681,13,29,147,4,2023-09-25 02:00:00,2023-09-25 08:00:00,A-07-04,,2023-09-25 02:00:00
682,682,473,26,447,8,2023-09-08 01:00:00,2023-09-08 08:00:00,B-04-03,,2023-09-08 01:00:00
683,683,74,32,132,3,2023-02-22 03:00:00,2023-02-22 06:00:00,D-08-03,,2023-02-22 03:00:00
684,684,19,29,52,0,2023-08-26 02:00:00,2023-08-26 07:00:00,D-19-03,,2023-08-26 02:00:00
685,685,478,30,188,5,2023-01-26 04:00:00,2023-01-26 05:00:00,D-14-04,,2023-01-26 04:00:00
686,686,456,28,41,0,2023-02-19 03:00:00,2023-02-19 04:00:00,D-02-04,,2023-02-19 03:00:00
687,687,389,28,214,1,2023-06-17 01:00:00,2023-06-17 03:00:00,B-16-01,,2023-06-17 01:00:00
688,688,99,30,445,2,2023-06-04 03:00:00,2023-06-04 10:00:00,C-18-03,,2023-06-04 03:00:00
689,689,344,29,133,3,2023-03-27 04:00:00,2023-03-27 08:00:00,A-18-04,,2023-03-27 04:00:00
690,690,8,26,155,4,2023-11-18 04:00:00,2023-11-18 12:00:00,A-04-02,,2023-11-18 04:00:00
691,691,180,33,275,6,2023-10-21 01:00:00,2023-10-21 05:00:00,D-20-03,,2023-10-21 01:00:00
692,692,146,35,209,2,2023-11-18 01:00:00,2023-11-18 05:00:00,B-11-01,,2023-11-18 01:00:00
693,693,457,26,116,0,2023-06-30 03:00:00,2023-06-30 06:00:00,C-15-02,,2023-06-30 03:00:00
694,694,242,31,77,0,2023-12-15 03:00:00,2023-12-15 05:00:00,B-06-02,,2023-12-15 03:00:00
695,695,219,30,365,4,2023-07-26 04:00:00,2023-07-26 06:00:00,B-20-05,,2023-07-26 04:00:00
696,696,160,34,436,1,2023-06-21 03:00:00,2023-06-21 04:00:00,A-03-04,,2023-06-21 03:00:00
697,697,239,27,99,1,2023-11-18 02:00:00,2023-11-18 08:00:00,C-02-02,,2023-11-18 02:00:00
698,698,159,29,290,0,2024-01-13 01:00:00,2024-01-13 02:00:00,D-19-01,,2024-01-13 01:00:00
699,699,486,30,236,0,2023-05-03 01:00:00,2023-05-03 02:00:00,D-19-04,,2023-05-03 01:00:00
700,700,94,33,453,5,2024-01-14 02:00:00,2024-01-14 10:00:00,E-09-03,,2024-01-14 02:00:00
701,701,452,28,83,2,2023-06-24 04:00:00,2023-06-24 10:00:00,B-05-03,,2023-06-24 04:00:00
702,702,58,28,145,1,2023-07-24 02:00:00,2023-07-24 08:00:00,A-14-03,,2023-07-24 02:00:00
703,703,179,32,257,3,2023-12-04 02:00:00,2023-12-04 09:00:00,B-12-02,,2023-12-04 02:00:00
704,704,366,31,455,5,2023-03-04 04:00:00,2023-03-04 12:00:00,D-15-03,,2023-03-04 04:00:00
705,705,273,29,172,2,2023-08-31 02:00:00,2023-08-31 06:00:00,B-07-05,,2023-08-31 02:00:00
706,706,125,30,217,5,2023-10-18 03:00:00,2023-10-18 11:00:00,E-14-03,,2023-10-18 03:00:00
707,707,175,26,451,1,2023-04-23 01:00:00,2023-04-23 09:00:00,C-20-04,,2023-04-23 01:00:00
708,708,291,33,138,1,2023-07-01 02:00:00,2023-07-01 09:00:00,E-14-02,,2023-07-01 02:00:00
709,709,343,35,108,0,2023-02-12 02:00:00,2023-02-12 07:00:00,E-05-04,,2023-02-12 02:00:00
710,710,306,33,470,2,2023-09-02 04:00:00,2023-09-02 10:00:00,D-08-02,,2023-09-02 04:00:00
711,711,91,26,356,9,2023-07-08 01:00:00,2023-07-08 03:00:00,A-03-01,,2023-07-08 01:00:00
712,712,351,29,203,2,2023-11-08 01:00:00,2023-11-08 07:00:00,C-07-02,,2023-11-08 01:00:00
713,713,331,30,468,0,2023-12-30 03:00:00,2023-12-30 11:00:00,D-11-02,,2023-12-30 03:00:00
714,714,455,34,437,10,2023-11-21 02:00:00,2023-11-21 05:00:00,B-14-01,,2023-11-21 02:00:00
715,715,339,33,189,3,2023-04-11 04:00:00,2023-04-11 09:00:00,B-04-02,,2023-04-11 04:00:00
716,716,296,26,203,0,2023-08-26 04:00:00,2023-08-26 12:00:00,D-16-02,,2023-08-26 04:00:00
717,717,407,33,417,12,2023-12-24 03:00:00,2023-12-24 11:00:00,E-19-02,,2023-12-24 03:00:00
718,718,177,28,472,13,2023-02-23 03:00:00,2023-02-23 09:00:00,A-12-01,,2023-02-23 03:00:00
719,719,437,30,50,0,2023-06-22 04:00:00,2023-06-22 07:00:00,A-07-03,,2023-06-22 04:00:00
