shipment_id,order_id,carrier,tracking_number,shipping_cost,weight_kg,ship_date,estimated_date,actual_date,sla_days,is_on_time,created_at
8350,9268,DHL,DHL-890251429,14.38,22.125,2023-11-20 03:13:00,2023-11-22 03:13:00,2023-11-21 18:13:00,2,True,2023-11-20 03:13:00
8351,9270,InPost,InPost-335931825,8.86,0.662,2023-05-13 02:17:00,2023-05-16 02:17:00,2023-05-15 23:17:00,3,True,2023-05-13 02:17:00
8352,9271,DPD,DPD-930409990,15.86,2.024,2023-08-27 00:53:00,2023-08-30 00:53:00,2023-09-01 00:53:00,3,False,2023-08-27 00:53:00
8353,9272,DPD,DPD-486427439,15.65,4.592,2023-02-20 19:20:00,2023-02-23 19:20:00,2023-02-23 09:20:00,3,True,2023-02-20 19:20:00
8354,9275,DPD,DPD-710352820,9.16,0.764,2023-01-10 19:03:00,2023-01-12 19:03:00,2023-01-12 16:03:00,2,True,2023-01-10 19:03:00
8355,9276,DHL,DHL-224093480,22.18,4.952,2023-01-09 07:42:00,2023-01-11 07:42:00,2023-01-11 05:42:00,2,True,2023-01-09 07:42:00
8356,9277,DHL,DHL-438865162,19.2,0.824,2023-12-10 03:09:00,2023-12-13 03:09:00,2023-12-12 18:09:00,3,True,2023-12-10 03:09:00
8357,9278,InPost,InPost-818255815,10.59,1.836,2023-02-25 01:07:00,2023-02-28 01:07:00,2023-02-27 15:07:00,3,True,2023-02-25 01:07:00
8358,9279,DPD,DPD-149027147,12.89,7.024,2023-12-28 05:02:00,2023-12-31 05:02:00,2024-01-01 05:02:00,3,False,2023-12-28 05:02:00
8359,9281,DPD,DPD-327068943,9.21,9.701,2023-12-09 00:47:00,2023-12-11 00:47:00,2023-12-10 20:47:00,2,True,2023-12-09 00:47:00
8360,9282,InPost,InPost-514655748,8.87,5.672,2023-03-26 20:27:00,2023-03-28 20:27:00,2023-03-28 18:27:00,2,True,2023-03-26 20:27:00
8361,9284,UPS,UPS-702782923,28.33,2.87,2023-11-16 16:29:00,2023-11-18 16:29:00,2023-11-18 13:29:00,2,True,2023-11-16 16:29:00
8362,9285,InPost,InPost-545010080,13.02,1.403,2023-10-28 04:43:00,2023-10-31 04:43:00,2023-10-30 23:43:00,3,True,2023-10-28 04:43:00
8363,9286,DHL,DHL-945469836,22.96,4.346,2023-04-07 17:52:00,2023-04-09 17:52:00,2023-04-09 13:52:00,2,True,2023-04-07 17:52:00
8364,9287,DPD,DPD-656789388,17.28,1.678,2023-09-10 17:19:00,2023-09-12 17:19:00,2023-09-12 10:19:00,2,True,2023-09-10 17:19:00
8365,9288,DPD,DPD-173324496,16.11,2.0,2023-07-23 23:30:00,2023-07-26 23:30:00,2023-07-26 23:30:00,3,True,2023-07-23 23:30:00
8366,9289,UPS,UPS-695177951,17.72,1.86,2023-12-20 21:10:00,2023-12-22 21:10:00,2023-12-22 16:10:00,2,True,2023-12-20 21:10:00
8367,9290,DPD,DPD-571400027,15.59,13.39,2023-05-19 19:43:00,2023-05-22 19:43:00,2023-05-26 19:43:00,3,False,2023-05-19 19:43:00
8368,9291,DPD,DPD-544892457,10.54,15.695,2023-12-01 23:00:00,2023-12-04 23:00:00,2023-12-05 23:00:00,3,False,2023-12-01 23:00:00
8369,9292,DHL,DHL-229102976,13.22,2.685,2023-06-10 02:18:00,2023-06-12 02:18:00,2023-06-11 14:18:00,2,True,2023-06-10 02:18:00
8370,9293,DPD,DPD-587363468,11.06,16.168,2023-04-09 06:22:00,2023-04-11 06:22:00,2023-04-11 00:22:00,2,True,2023-04-09 06:22:00
8371,9294,DHL,DHL-719577805,23.42,1.728,2023-12-25 04:16:00,2023-12-27 04:16:00,2023-12-26 16:16:00,2,True,2023-12-25 04:16:00
8372,9296,InPost,InPost-900887010,11.43,5.508,2023-12-26 22:58:00,2023-12-29 22:58:00,2023-12-29 17:58:00,3,True,2023-12-26 22:58:00
8373,9297,InPost,InPost-566514886,8.58,2.666,2023-05-19 16:07:00,2023-05-21 16:07:00,2023-05-21 12:07:00,2,True,2023-05-19 16:07:00
8374,9298,DHL,DHL-941508288,24.95,0.603,2023-10-10 16:58:00,2023-10-12 16:58:00,2023-10-12 05:58:00,2,True,2023-10-10 16:58:00
8375,9299,DPD,DPD-874908663,15.73,7.396,2023-11-24 13:55:00,2023-11-27 13:55:00,2023-11-27 05:55:00,3,True,2023-11-24 13:55:00
8376,9300,DPD,DPD-321422064,16.24,2.216,2023-05-07 19:34:00,2023-05-10 19:34:00,2023-05-10 09:34:00,3,True,2023-05-07 19:34:00
8377,9301,DHL,DHL-858614142,23.37,2.972,2023-06-23 01:02:00,2023-06-26 01:02:00,2023-06-25 19:02:00,3,True,2023-06-23 01:02:00
8378,9302,DPD,DPD-573373394,13.95,1.764,2023-12-10 19:15:00,2023-12-12 19:15:00,2023-12-12 13:15:00,2,True,2023-12-10 19:15:00
8379,9303,InPost,InPost-934885034,8.76,6.31,2023-02-26 18:35:00,2023-02-28 18:35:00,2023-02-28 17:35:00,2,True,2023-02-26 18:35:00
8380,9304,DHL,DHL-580647279,19.58,10.275,2023-06-17 00:07:00,2023-06-20 00:07:00,2023-06-19 12:07:00,3,True,2023-06-17 00:07:00
8381,9305,InPost,InPost-189028814,11.25,1.07,2023-02-09 23:38:00,2023-02-11 23:38:00,2023-02-14 23:38:00,2,False,2023-02-09 23:38:00
8382,9306,DPD,DPD-235485173,15.56,5.222,2023-08-16 22:02:00,2023-08-18 22:02:00,2023-08-18 19:02:00,2,True,2023-08-16 22:02:00
8383,9307,UPS,UPS-752186891,16.68,10.48,2023-05-22 22:42:00,2023-05-25 22:42:00,2023-05-25 18:42:00,3,True,2023-05-22 22:42:00
8384,9308,InPost,InPost-475548334,6.35,3.064,2023-11-15 08:25:00,2023-11-17 08:25:00,2023-11-17 00:25:00,2,True,2023-11-15 08:25:00
8385,9309,InPost,InPost-823425405,13.99,1.311,2023-08-28 02:53:00,2023-08-30 02:53:00,2023-09-04 02:53:00,2,False,2023-08-28 02:53:00
8386,9310,DHL,DHL-477760855,13.12,7.665,2023-05-25 03:55:00,2023-05-28 03:55:00,2023-05-28 01:55:00,3,True,2023-05-25 03:55:00
8387,9311,UPS,UPS-347105364,22.63,10.388,2023-12-02 04:38:00,2023-12-05 04:38:00,2023-12-04 16:38:00,3,True,2023-12-02 04:38:00
8388,9312,DPD,DPD-556830564,11.56,1.145,2023-06-16 08:22:00,2023-06-18 08:22:00,2023-06-18 05:22:00,2,True,2023-06-16 08:22:00
8389,9313,DHL,DHL-107461113,24.17,0.948,2023-05-26 01:13:00,2023-05-28 01:13:00,2023-05-28 01:13:00,2,True,2023-05-26 01:13:00
8390,9314,DPD,DPD-372744705,13.0,1.475,2023-06-25 21:19:00,2023-06-28 21:19:00,2023-06-28 19:19:00,3,True,2023-06-25 21:19:00
8391,9315,DPD,DPD-280464022,11.62,3.9,2023-12-17 17:28:00,2023-12-19 17:28:00,2023-12-22 17:28:00,2,False,2023-12-17 17:28:00
8392,9316,InPost,InPost-160468660,10.24,1.934,2023-03-08 09:22:00,2023-03-10 09:22:00,2023-03-10 03:22:00,2,True,2023-03-08 09:22:00
8393,9318,DHL,DHL-484351037,22.0,9.436,2023-05-05 06:28:00,2023-05-08 06:28:00,2023-05-08 02:28:00,3,True,2023-05-05 06:28:00
8394,9319,UPS,UPS-708757857,34.11,1.358,2023-10-15 01:48:00,2023-10-18 01:48:00,2023-10-17 21:48:00,3,True,2023-10-15 01:48:00
8395,9320,DPD,DPD-966271953,13.06,13.655,2023-04-21 20:14:00,2023-04-23 20:14:00,2023-04-23 08:14:00,2,True,2023-04-21 20:14:00
8396,9322,DPD,DPD-473570872,13.38,1.408,2023-09-15 18:36:00,2023-09-18 18:36:00,2023-09-18 18:36:00,3,True,2023-09-15 18:36:00
8397,9323,DPD,DPD-249960572,14.11,0.633,2023-04-21 01:41:00,2023-04-23 01:41:00,2023-04-22 15:41:00,2,True,2023-04-21 01:41:00
8398,9324,UPS,UPS-782637965,20.74,3.725,2023-04-18 03:11:00,2023-04-21 03:11:00,2023-04-20 17:11:00,3,True,2023-04-18 03:11:00
8399,9325,InPost,InPost-901938707,8.52,1.108,2023-03-09 22:49:00,2023-03-12 22:49:00,2023-03-12 10:49:00,3,True,2023-03-09 22:49:00
8400,9326,InPost,InPost-516541332,9.65,3.645,2023-04-17 04:38:00,2023-04-20 04:38:00,2023-04-19 18:38:00,3,True,2023-04-17 04:38:00
8401,9328,InPost,InPost-733365210,6.95,12.75,2023-11-19 04:21:00,2023-11-22 04:21:00,2023-11-21 19:21:00,3,True,2023-11-19 04:21:00
8402,9330,UPS,UPS-278394020,19.67,0.827,2023-01-11 04:54:00,2023-01-14 04:54:00,2023-01-13 23:54:00,3,True,2023-01-11 04:54:00
8403,9331,DPD,DPD-883695935,16.49,14.816,2023-03-28 00:52:00,2023-03-31 00:52:00,2023-04-05 00:52:00,3,False,2023-03-28 00:52:00
8404,9333,DHL,DHL-784045392,17.98,1.336,2023-06-02 03:12:00,2023-06-05 03:12:00,2023-06-04 19:12:00,3,True,2023-06-02 03:12:00
8405,9334,DHL,DHL-194615792,12.51,1.67,2023-11-28 17:13:00,2023-11-30 17:13:00,2023-11-30 10:13:00,2,True,2023-11-28 17:13:00
8406,9335,DHL,DHL-223673285,12.88,3.676,2023-03-13 02:34:00,2023-03-15 02:34:00,2023-03-14 17:34:00,2,True,2023-03-13 02:34:00
8407,9336,UPS,UPS-690178524,34.87,1.748,2023-07-23 05:59:00,2023-07-25 05:59:00,2023-07-25 04:59:00,2,True,2023-07-23 05:59:00
8408,9337,InPost,InPost-728182789,12.69,2.237,2023-02-24 09:41:00,2023-02-26 09:41:00,2023-02-26 09:41:00,2,True,2023-02-24 09:41:00
8409,9338,InPost,InPost-655127287,10.54,1.592,2023-05-07 13:55:00,2023-05-10 13:55:00,2023-05-10 10:55:00,3,True,2023-05-07 13:55:00
8410,9339,DHL,DHL-417471362,16.61,6.448,2023-01-29 03:39:00,2023-02-01 03:39:00,2023-01-31 23:39:00,3,True,2023-01-29 03:39:00
8411,9340,InPost,InPost-408291517,12.58,1.472,2023-10-15 05:30:00,2023-10-17 05:30:00,2023-10-16 21:30:00,2,True,2023-10-15 05:30:00
8412,9341,DPD,DPD-208235246,12.06,3.725,2023-08-28 03:48:00,2023-08-31 03:48:00,2023-08-31 02:48:00,3,True,2023-08-28 03:48:00
8413,9342,DPD,DPD-468659763,8.83,1.836,2023-04-20 03:29:00,2023-04-23 03:29:00,2023-04-22 16:29:00,3,True,2023-04-20 03:29:00
8414,9343,InPost,InPost-865912979,6.18,6.406,2023-08-26 04:00:00,2023-08-28 04:00:00,2023-08-29 04:00:00,2,False,2023-08-26 04:00:00
8415,9344,DHL,DHL-840158139,22.95,3.28,2023-04-07 00:05:00,2023-04-09 00:05:00,2023-04-09 00:05:00,2,True,2023-04-07 00:05:00
8416,9345,DPD,DPD-210303751,9.13,9.356,2023-10-14 01:33:00,2023-10-16 01:33:00,2023-10-17 01:33:00,2,False,2023-10-14 01:33:00
8417,9346,InPost,InPost-961514267,7.99,1.228,2023-01-21 23:30:00,2023-01-23 23:30:00,2023-01-23 14:30:00,2,True,2023-01-21 23:30:00
8418,9348,DHL,DHL-664270379,14.5,1.47,2023-07-06 02:44:00,2023-07-08 02:44:00,2023-07-08 02:44:00,2,True,2023-07-06 02:44:00
8419,9350,DPD,DPD-932006138,11.65,0.792,2023-11-23 02:42:00,2023-11-26 02:42:00,2023-11-25 22:42:00,3,True,2023-11-23 02:42:00
8420,9351,InPost,InPost-972576181,9.73,12.145,2023-09-02 19:06:00,2023-09-04 19:06:00,2023-09-04 13:06:00,2,True,2023-09-02 19:06:00
8421,9352,UPS,UPS-679964018,20.6,1.36,2023-01-28 23:36:00,2023-01-30 23:36:00,2023-01-30 19:36:00,2,True,2023-01-28 23:36:00
8422,9353,InPost,InPost-404804712,11.78,1.944,2023-06-16 00:01:00,2023-06-18 00:01:00,2023-06-17 16:01:00,2,True,2023-06-16 00:01:00
8423,9355,InPost,InPost-145468461,8.35,0.765,2023-06-29 06:47:00,2023-07-01 06:47:00,2023-07-01 05:47:00,2,True,2023-06-29 06:47:00
8424,9356,UPS,UPS-297829489,15.07,1.822,2023-05-28 21:04:00,2023-05-30 21:04:00,2023-05-30 18:04:00,2,True,2023-05-28 21:04:00
8425,9357,DPD,DPD-363905260,13.07,11.8,2023-07-25 20:49:00,2023-07-27 20:49:00,2023-07-27 15:49:00,2,True,2023-07-25 20:49:00
8426,9358,DPD,DPD-146985396,16.24,1.072,2023-03-18 06:40:00,2023-03-20 06:40:00,2023-03-20 06:40:00,2,True,2023-03-18 06:40:00
8427,9359,InPost,InPost-475922583,10.23,1.06,2023-05-19 22:12:00,2023-05-22 22:12:00,2023-05-22 12:12:00,3,True,2023-05-19 22:12:00
8428,9361,InPost,InPost-359244628,11.73,4.592,2023-12-25 22:37:00,2023-12-27 22:37:00,2023-12-27 13:37:00,2,True,2023-12-25 22:37:00
8429,9362,InPost,InPost-213874113,6.75,2.426,2023-08-03 18:26:00,2023-08-06 18:26:00,2023-08-07 18:26:00,3,False,2023-08-03 18:26:00
8430,9363,DPD,DPD-867907660,12.97,4.715,2023-07-25 04:24:00,2023-07-27 04:24:00,2023-07-27 01:24:00,2,True,2023-07-25 04:24:00
8431,9364,DPD,DPD-132970372,12.06,1.355,2023-06-05 17:01:00,2023-06-07 17:01:00,2023-06-10 17:01:00,2,False,2023-06-05 17:01:00
8432,9365,DPD,DPD-188841153,12.89,9.42,2023-03-13 22:14:00,2023-03-15 22:14:00,2023-03-15 16:14:00,2,True,2023-03-13 22:14:00
8433,9366,DPD,DPD-814239361,8.47,8.32,2023-06-29 05:27:00,2023-07-02 05:27:00,2023-07-02 05:27:00,3,True,2023-06-29 05:27:00
8434,9367,UPS,UPS-173361234,15.53,0.742,2023-01-13 19:16:00,2023-01-15 19:16:00,2023-01-15 15:16:00,2,True,2023-01-13 19:16:00
8435,9368,InPost,InPost-965832215,10.72,6.275,2023-12-29 04:31:00,2024-01-01 04:31:00,2023-12-31 21:31:00,3,True,2023-12-29 04:31:00
8436,9370,InPost,InPost-364340252,6.72,3.244,2023-11-24 17:02:00,2023-11-26 17:02:00,2023-11-26 16:02:00,2,True,2023-11-24 17:02:00
8437,9371,InPost,InPost-938603491,7.2,1.392,2023-06-21 04:16:00,2023-06-23 04:16:00,2023-06-22 17:16:00,2,True,2023-06-21 04:16:00
8438,9372,DPD,DPD-944602475,8.83,4.252,2023-05-13 01:47:00,2023-05-15 01:47:00,2023-05-14 18:47:00,2,True,2023-05-13 01:47:00
8439,9373,InPost,InPost-233484028,9.95,1.102,2023-10-17 18:32:00,2023-10-19 18:32:00,2023-10-19 10:32:00,2,True,2023-10-17 18:32:00
8440,9374,InPost,InPost-298564479,13.13,1.02,2023-08-26 05:08:00,2023-08-28 05:08:00,2023-08-27 18:08:00,2,True,2023-08-26 05:08:00
8441,9375,DPD,DPD-744216537,17.72,13.16,2023-07-26 15:05:00,2023-07-28 15:05:00,2023-08-02 15:05:00,2,False,2023-07-26 15:05:00
8442,9376,DHL,DHL-299326412,24.47,2.284,2023-12-11 05:22:00,2023-12-13 05:22:00,2023-12-12 21:22:00,2,True,2023-12-11 05:22:00
8443,9377,DHL,DHL-683702488,15.31,18.395,2023-10-10 06:02:00,2023-10-12 06:02:00,2023-10-12 00:02:00,2,True,2023-10-10 06:02:00
8444,9378,DHL,DHL-245567681,17.83,1.412,2023-07-20 17:20:00,2023-07-23 17:20:00,2023-07-23 12:20:00,3,True,2023-07-20 17:20:00
8445,9379,DHL,DHL-195820201,17.76,1.944,2023-09-22 06:45:00,2023-09-24 06:45:00,2023-09-24 00:45:00,2,True,2023-09-22 06:45:00
8446,9380,DHL,DHL-117653974,15.92,5.867,2023-11-16 03:32:00,2023-11-18 03:32:00,2023-11-17 23:32:00,2,True,2023-11-16 03:32:00
8447,9381,UPS,UPS-743204132,22.42,5.756,2023-06-26 02:24:00,2023-06-28 02:24:00,2023-06-27 15:24:00,2,True,2023-06-26 02:24:00
8448,9382,DPD,DPD-243022633,9.18,1.539,2023-12-02 20:54:00,2023-12-05 20:54:00,2023-12-06 20:54:00,3,False,2023-12-02 20:54:00
8449,9383,InPost,InPost-954726334,6.65,3.98,2023-08-20 23:38:00,2023-08-23 23:38:00,2023-08-23 22:38:00,3,True,2023-08-20 23:38:00
8450,9384,DHL,DHL-946203540,16.83,3.991,2023-08-12 03:55:00,2023-08-14 03:55:00,2023-08-13 16:55:00,2,True,2023-08-12 03:55:00
8451,9385,DHL,DHL-638423971,20.88,16.168,2023-06-11 19:25:00,2023-06-13 19:25:00,2023-06-13 09:25:00,2,True,2023-06-11 19:25:00
8452,9386,DPD,DPD-563673885,12.7,1.944,2023-06-23 04:04:00,2023-06-25 04:04:00,2023-06-24 18:04:00,2,True,2023-06-23 04:04:00
8453,9387,UPS,UPS-526819589,16.97,1.607,2023-07-13 23:46:00,2023-07-16 23:46:00,2023-07-16 15:46:00,3,True,2023-07-13 23:46:00
8454,9388,DHL,DHL-504577503,14.11,7.916,2023-11-28 22:11:00,2023-12-01 22:11:00,2023-12-01 10:11:00,3,True,2023-11-28 22:11:00
8455,9390,UPS,UPS-788344611,21.26,7.055,2023-06-06 06:32:00,2023-06-09 06:32:00,2023-06-09 03:32:00,3,True,2023-06-06 06:32:00
8456,9391,InPost,InPost-952117483,6.87,4.28,2023-07-04 18:58:00,2023-07-06 18:58:00,2023-07-09 18:58:00,2,False,2023-07-04 18:58:00
8457,9392,DPD,DPD-204130264,17.55,0.682,2023-11-28 16:30:00,2023-12-01 16:30:00,2023-12-01 15:30:00,3,True,2023-11-28 16:30:00
8458,9393,InPost,InPost-746612252,8.85,0.796,2023-06-28 17:29:00,2023-07-01 17:29:00,2023-07-01 12:29:00,3,True,2023-06-28 17:29:00
8459,9394,UPS,UPS-115676774,32.57,2.99,2023-12-04 17:22:00,2023-12-06 17:22:00,2023-12-06 17:22:00,2,True,2023-12-04 17:22:00
8460,9395,DPD,DPD-763990782,17.02,10.973,2023-05-09 20:42:00,2023-05-12 20:42:00,2023-05-12 11:42:00,3,True,2023-05-09 20:42:00
8461,9396,UPS,UPS-894221887,28.49,17.42,2023-11-09 05:40:00,2023-11-12 05:40:00,2023-11-12 02:40:00,3,True,2023-11-09 05:40:00
8462,9397,InPost,InPost-355049162,8.52,10.703,2023-06-02 00:15:00,2023-06-04 00:15:00,2023-06-03 14:15:00,2,True,2023-06-02 00:15:00
8463,9398,DPD,DPD-656976718,16.15,0.743,2023-10-24 03:01:00,2023-10-27 03:01:00,2023-10-26 17:01:00,3,True,2023-10-24 03:01:00
8464,9399,DPD,DPD-609625902,13.04,1.033,2023-09-15 23:47:00,2023-09-18 23:47:00,2023-09-18 17:47:00,3,True,2023-09-15 23:47:00
8465,9401,DPD,DPD-231212746,14.06,0.882,2023-04-24 12:36:00,2023-04-27 12:36:00,2023-04-28 12:36:00,3,False,2023-04-24 12:36:00
8466,9402,InPost,InPost-293940228,6.05,11.852,2023-07-16 22:31:00,2023-07-18 22:31:00,2023-07-18 15:31:00,2,True,2023-07-16 22:31:00
8467,9403,InPost,InPost-926919813,11.57,1.204,2023-07-18 21:13:00,2023-07-20 21:13:00,2023-07-20 18:13:00,2,True,2023-07-18 21:13:00
8468,9404,InPost,InPost-855033979,9.15,5.695,2023-12-23 10:51:00,2023-12-25 10:51:00,2023-12-25 04:51:00,2,True,2023-12-23 10:51:00
8469,9405,InPost,InPost-974883130,8.72,2.348,2023-06-11 15:21:00,2023-06-13 15:21:00,2023-06-13 12:21:00,2,True,2023-06-11 15:21:00
8470,9406,InPost,InPost-737469930,13.8,5.066,2023-08-16 01:42:00,2023-08-19 01:42:00,2023-08-18 22:42:00,3,True,2023-08-16 01:42:00
8471,9407,DHL,DHL-397449304,24.82,13.05,2023-11-15 18:38:00,2023-11-18 18:38:00,2023-11-20 18:38:00,3,False,2023-11-15 18:38:00
8472,9408,InPost,InPost-414828616,11.48,8.334,2023-02-03 23:19:00,2023-02-05 23:19:00,2023-02-05 19:19:00,2,True,2023-02-03 23:19:00
8473,9409,InPost,InPost-510629448,13.44,3.916,2023-05-09 22:21:00,2023-05-12 22:21:00,2023-05-12 10:21:00,3,True,2023-05-09 22:21:00
8474,9410,DPD,DPD-869981110,11.79,15.695,2023-05-19 01:41:00,2023-05-22 01:41:00,2023-05-21 16:41:00,3,True,2023-05-19 01:41:00
8475,9411,UPS,UPS-370847989,20.73,1.117,2023-11-08 22:34:00,2023-11-11 22:34:00,2023-11-11 11:34:00,3,True,2023-11-08 22:34:00
8476,9414,DHL,DHL-336980278,18.72,0.993,2023-03-05 01:01:00,2023-03-08 01:01:00,2023-03-07 23:01:00,3,True,2023-03-05 01:01:00
8477,9415,DHL,DHL-774395338,21.83,1.55,2023-02-03 18:41:00,2023-02-05 18:41:00,2023-02-05 17:41:00,2,True,2023-02-03 18:41:00
8478,9416,InPost,InPost-872346288,10.27,4.97,2023-11-18 17:49:00,2023-11-20 17:49:00,2023-11-20 17:49:00,2,True,2023-11-18 17:49:00
8479,9417,DHL,DHL-852326902,22.75,1.938,2023-11-20 22:25:00,2023-11-22 22:25:00,2023-11-22 21:25:00,2,True,2023-11-20 22:25:00
8480,9418,DHL,DHL-574254585,20.94,7.916,2023-06-26 00:17:00,2023-06-29 00:17:00,2023-06-28 16:17:00,3,True,2023-06-26 00:17:00
8481,9419,DPD,DPD-996778079,15.24,2.285,2023-12-13 00:55:00,2023-12-15 00:55:00,2023-12-14 20:55:00,2,True,2023-12-13 00:55:00
8482,9420,DHL,DHL-783504478,23.67,2.53,2023-11-24 00:42:00,2023-11-26 00:42:00,2023-11-25 22:42:00,2,True,2023-11-24 00:42:00
8483,9421,DHL,DHL-765914599,14.05,8.736,2023-04-17 16:06:00,2023-04-19 16:06:00,2023-04-20 16:06:00,2,False,2023-04-17 16:06:00
8484,9422,DPD,DPD-293170106,8.1,4.87,2023-09-05 21:43:00,2023-09-07 21:43:00,2023-09-07 20:43:00,2,True,2023-09-05 21:43:00
8485,9424,InPost,InPost-991279996,12.79,2.137,2023-11-16 21:23:00,2023-11-18 21:23:00,2023-11-18 20:23:00,2,True,2023-11-16 21:23:00
8486,9425,DHL,DHL-222307244,22.61,2.768,2023-05-11 23:53:00,2023-05-13 23:53:00,2023-05-13 22:53:00,2,True,2023-05-11 23:53:00
8487,9429,DPD,DPD-773026545,8.9,5.038,2023-03-28 22:34:00,2023-03-30 22:34:00,2023-03-30 11:34:00,2,True,2023-03-28 22:34:00
8488,9430,InPost,InPost-314252334,12.31,1.124,2023-07-06 21:28:00,2023-07-09 21:28:00,2023-07-09 13:28:00,3,True,2023-07-06 21:28:00
8489,9431,DHL,DHL-240544340,12.75,0.599,2023-05-24 16:02:00,2023-05-27 16:02:00,2023-05-27 11:02:00,3,True,2023-05-24 16:02:00
8490,9432,DPD,DPD-529147068,13.44,4.252,2023-08-11 16:17:00,2023-08-14 16:17:00,2023-08-14 04:17:00,3,True,2023-08-11 16:17:00
8491,9433,InPost,InPost-451594118,7.56,18.53,2023-03-22 08:39:00,2023-03-24 08:39:00,2023-03-24 07:39:00,2,True,2023-03-22 08:39:00
8492,9434,UPS,UPS-914058849,29.42,0.905,2023-10-18 05:10:00,2023-10-21 05:10:00,2023-10-21 01:10:00,3,True,2023-10-18 05:10:00
8493,9435,DPD,DPD-751657697,10.03,4.284,2023-12-25 01:08:00,2023-12-28 01:08:00,2023-12-27 13:08:00,3,True,2023-12-25 01:08:00
8494,9436,DPD,DPD-716360016,12.45,11.852,2023-11-14 13:23:00,2023-11-17 13:23:00,2023-11-17 10:23:00,3,True,2023-11-14 13:23:00
8495,9437,DHL,DHL-670358835,13.9,8.393,2023-11-20 01:45:00,2023-11-23 01:45:00,2023-11-22 16:45:00,3,True,2023-11-20 01:45:00
8496,9439,DPD,DPD-875788371,14.94,10.68,2023-07-16 12:41:00,2023-07-19 12:41:00,2023-07-19 03:41:00,3,True,2023-07-16 12:41:00
8497,9440,DHL,DHL-444294022,12.81,1.436,2023-08-24 15:59:00,2023-08-26 15:59:00,2023-08-26 14:59:00,2,True,2023-08-24 15:59:00
8498,9441,InPost,InPost-705299189,8.2,2.288,2023-10-20 03:43:00,2023-10-22 03:43:00,2023-10-27 03:43:00,2,False,2023-10-20 03:43:00
8499,9442,DHL,DHL-685432803,13.7,3.615,2023-06-24 01:53:00,2023-06-27 01:53:00,2023-06-27 01:53:00,3,True,2023-06-24 01:53:00
8500,9443,InPost,InPost-727939533,13.0,5.686,2023-03-03 23:51:00,2023-03-06 23:51:00,2023-03-06 21:51:00,3,True,2023-03-03 23:51:00
8501,9444,InPost,InPost-516684455,10.57,8.12,2023-04-13 18:55:00,2023-04-16 18:55:00,2023-04-17 18:55:00,3,False,2023-04-13 18:55:00
8502,9445,InPost,InPost-261848386,10.69,3.604,2023-09-11 03:56:00,2023-09-13 03:56:00,2023-09-12 21:56:00,2,True,2023-09-11 03:56:00
8503,9446,DHL,DHL-973164833,19.74,3.625,2023-10-12 02:52:00,2023-10-14 02:52:00,2023-10-13 16:52:00,2,True,2023-10-12 02:52:00
8504,9447,DHL,DHL-158174757,14.61,9.94,2023-04-27 02:16:00,2023-04-30 02:16:00,2023-04-29 23:16:00,3,True,2023-04-27 02:16:00
8505,9448,InPost,InPost-240530184,11.02,0.968,2023-12-16 06:35:00,2023-12-18 06:35:00,2023-12-18 04:35:00,2,True,2023-12-16 06:35:00
8506,9449,UPS,UPS-931069863,17.33,6.84,2023-08-08 15:44:00,2023-08-11 15:44:00,2023-08-11 10:44:00,3,True,2023-08-08 15:44:00
8507,9450,DPD,DPD-839261283,15.49,5.45,2023-11-06 05:53:00,2023-11-09 05:53:00,2023-11-09 00:53:00,3,True,2023-11-06 05:53:00
8508,9451,UPS,UPS-850413924,32.52,2.405,2023-12-24 18:29:00,2023-12-26 18:29:00,2023-12-26 06:29:00,2,True,2023-12-24 18:29:00
8509,9452,InPost,InPost-568154152,9.23,4.718,2023-08-21 03:26:00,2023-08-23 03:26:00,2023-08-25 03:26:00,2,False,2023-08-21 03:26:00
8510,9453,InPost,InPost-712681017,9.97,0.741,2023-04-06 07:32:00,2023-04-08 07:32:00,2023-04-08 00:32:00,2,True,2023-04-06 07:32:00
8511,9454,DHL,DHL-419899953,15.32,6.128,2023-11-09 15:09:00,2023-11-12 15:09:00,2023-11-12 10:09:00,3,True,2023-11-09 15:09:00
8512,9455,InPost,InPost-535489386,6.98,6.592,2023-03-17 04:15:00,2023-03-19 04:15:00,2023-03-22 04:15:00,2,False,2023-03-17 04:15:00
8513,9457,DPD,DPD-767800647,12.16,5.072,2023-12-03 02:11:00,2023-12-05 02:11:00,2023-12-05 00:11:00,2,True,2023-12-03 02:11:00
8514,9458,InPost,InPost-686949727,12.4,1.468,2023-11-28 20:33:00,2023-11-30 20:33:00,2023-11-30 20:33:00,2,True,2023-11-28 20:33:00
8515,9459,DPD,DPD-108712491,12.44,0.825,2023-07-11 00:41:00,2023-07-13 00:41:00,2023-07-12 14:41:00,2,True,2023-07-11 00:41:00
8516,9460,InPost,InPost-720461063,13.88,4.672,2023-06-26 23:49:00,2023-06-28 23:49:00,2023-06-28 23:49:00,2,True,2023-06-26 23:49:00
8517,9461,DHL,DHL-164915654,21.22,3.345,2023-10-18 02:43:00,2023-10-20 02:43:00,2023-10-19 18:43:00,2,True,2023-10-18 02:43:00
8518,9462,DPD,DPD-857717771,13.09,0.695,2023-12-07 00:53:00,2023-12-10 00:53:00,2023-12-09 19:53:00,3,True,2023-12-07 00:53:00
